Order_ID,Customer_Fk,Product_Fk,Employee_Fk,Supplier_Fk,Shipper_Fk,ShipInfo_Fk,Freight,UnitPrice,Quantity,Discount,OrderDate_Key,RequiredDate_Key,ShippedDate_Key
10806,84,2,3,1,2,559,22.11,19,20,0.25,19971231,19980128,19980105
10792,91,2,1,1,3,545,23.79,19,10,0,19971223,19980120,19971231
11070,44,2,2,1,1,823,136,19,20,0.150000006,19980505,19980602,
10829,38,2,9,1,1,582,154.72,19,10,0,19980113,19980210,19980123
10856,3,2,3,1,2,609,58.43,19,20,0,19980128,19980225,19980210
10298,37,2,6,1,2,51,168.22,15.2,40,0,19960905,19961003,19960911
10440,71,2,4,1,2,193,86.53,15.2,45,0.150000006,19970210,19970310,19970228
11030,71,2,7,1,2,783,830.75,19,100,0.25,19980417,19980515,19980427
10435,16,2,8,1,2,188,9.21,15.2,10,0,19970204,19970318,19970207
10469,89,2,1,1,1,222,60.18,15.2,40,0.150000006,19970310,19970407,19970314
10939,49,2,2,1,2,692,76.33,19,10,0.150000006,19980310,19980407,19980313
10485,47,2,4,1,2,238,64.45,15.2,20,0.100000001,19970325,19970408,19970331
11041,14,2,3,1,2,794,48.22,19,30,0.200000003,19980422,19980520,19980428
11021,63,2,3,1,1,774,297.18,19,11,0.25,19980414,19980512,19980421
10888,30,2,1,1,2,641,51.87,19,20,0,19980216,19980316,19980223
10418,63,2,4,1,1,171,17.55,15.2,60,0,19970117,19970214,19970124
10504,89,2,4,1,3,257,59.13,19,12,0,19970411,19970509,19970418
11049,31,2,3,1,1,802,8.34,19,10,0.200000003,19980424,19980522,19980504
10866,5,2,5,1,1,619,109.11,19,21,0.25,19980203,19980303,19980212
10327,24,2,2,1,1,80,63.36,15.2,25,0.200000003,19961011,19961108,19961014
10393,71,2,1,1,3,146,126.56,15.2,25,0.25,19961225,19970122,19970103
10885,76,2,6,1,3,638,5.64,19,20,0,19980212,19980312,19980218
10611,91,2,6,1,2,364,80.65,19,10,0,19970725,19970822,19970801
10342,25,2,4,1,2,95,54.83,15.2,24,0.200000003,19961030,19961113,19961104
11077,65,2,1,1,2,830,8.53,19,24,0.200000003,19980506,19980603,
10258,20,2,1,1,1,11,140.51,15.2,50,0.200000003,19960717,19960814,19960723
10722,71,2,8,1,1,475,74.58,19,3,0,19971029,19971210,19971104
10703,24,2,6,1,2,456,152.3,19,5,0,19971014,19971111,19971020
10622,67,2,4,1,3,375,50.97,19,20,0,19970806,19970903,19970811
10714,71,2,5,1,3,467,24.49,19,30,0.25,19971022,19971119,19971027
10264,24,2,6,1,3,17,3.67,15.2,35,0,19960724,19960821,19960823
10766,56,2,4,1,1,519,157.55,19,40,0,19971205,19980102,19971209
10632,86,2,8,1,1,385,41.38,19,30,0.050000001,19970814,19970911,19970819
10787,41,2,2,1,1,540,249.93,19,15,0.050000001,19971219,19980102,19971226
10641,35,2,4,1,2,394,179.61,19,50,0,19970822,19970919,19970826
11072,20,2,4,1,2,825,258.64,19,8,0,19980505,19980602,
11075,68,2,8,1,2,828,6.19,19,10,0.150000006,19980506,19980603,
10741,4,2,4,1,3,494,10.96,19,15,0.200000003,19971114,19971128,19971118
10255,68,2,9,1,3,8,148.33,15.2,20,0,19960712,19960809,19960715
10289,11,3,7,1,3,42,22.77,8,30,0,19960826,19960923,19960828
10540,63,3,3,1,3,293,1007.64,10,60,0,19970519,19970616,19970613
11017,20,3,9,1,2,770,754.26,10,25,0,19980413,19980511,19980420
10849,39,3,9,1,2,602,0.56,10,49,0,19980123,19980220,19980130
10742,10,3,3,1,3,495,243.73,10,20,0,19971114,19971212,19971118
10702,1,3,4,1,1,455,23.94,10,6,0,19971013,19971124,19971021
11077,65,3,1,1,2,830,8.53,10,4,0,19980506,19980603,
10405,47,3,1,1,1,158,34.82,8,50,0,19970106,19970203,19970122
10764,20,3,6,1,3,517,145.45,10,20,0.100000001,19971203,19971231,19971208
10591,83,3,1,1,1,344,55.92,10,14,0,19970707,19970721,19970716
10485,47,3,4,1,2,238,64.45,8,20,0.100000001,19970325,19970408,19970331
10857,5,3,8,1,2,610,188.85,10,30,0,19980128,19980225,19980206
10654,5,4,5,2,1,407,55.26,22,12,0.100000001,19970902,19970930,19970911
10636,87,4,4,2,1,389,1.15,22,25,0,19970819,19970916,19970826
10344,89,4,4,2,2,97,23.29,17.6,35,0,19961101,19961129,19961105
10950,49,4,1,2,2,703,2.5,22,5,0,19980316,19980413,19980323
10846,76,4,2,2,3,599,56.46,22,21,0,19980122,19980305,19980123
11077,65,4,1,2,2,830,8.53,22,1,0,19980506,19980603,
10511,9,4,4,2,3,264,350.64,22,50,0.150000006,19970418,19970516,19970421
10527,63,4,7,2,1,280,41.9,22,50,0.100000001,19970505,19970602,19970507
10326,8,4,4,2,2,79,77.92,17.6,24,0,19961010,19961107,19961014
10533,24,4,8,2,1,286,188.04,22,50,0.050000001,19970512,19970609,19970522
10704,62,4,6,2,1,457,4.78,22,6,0,19971014,19971111,19971107
10339,51,4,2,2,2,92,15.66,17.6,10,0,19961028,19961125,19961104
10913,62,4,4,2,1,666,33.05,22,30,0.25,19980226,19980326,19980304
10309,37,4,3,2,1,62,47.3,17.6,20,0,19960919,19961017,19961023
11000,65,4,2,2,3,753,55.12,22,25,0.25,19980406,19980504,19980414
10336,60,4,7,2,2,89,15.51,17.6,18,0.100000001,19961023,19961120,19961025
10606,81,4,4,2,3,359,79.4,22,20,0.200000003,19970722,19970819,19970731
10635,49,4,8,2,3,388,47.46,22,10,0.100000001,19970818,19970915,19970821
10726,19,4,4,2,1,479,16.56,22,25,0,19971103,19971117,19971205
10464,28,4,4,2,2,217,89,17.6,16,0.200000003,19970304,19970401,19970314
10258,20,5,1,2,1,11,140.51,17,65,0.200000003,19960717,19960814,19960723
10708,77,5,6,2,2,461,2.96,21.35,4,0,19971017,19971128,19971105
11047,19,5,7,2,3,800,46.62,21.35,30,0.25,19980424,19980522,19980501
10848,16,5,7,2,2,601,38.24,21.35,30,0,19980123,19980220,19980129
10635,49,5,8,2,3,388,47.46,21.35,15,0.100000001,19970818,19970915,19970821
10290,15,5,8,2,1,43,79.7,17,20,0,19960827,19960924,19960903
10262,65,5,8,2,3,15,48.29,17,12,0.200000003,19960722,19960819,19960725
11030,71,5,7,2,2,783,830.75,21.35,70,0,19980417,19980515,19980427
10382,20,5,4,2,1,135,94.77,17,32,0,19961213,19970110,19961216
10958,54,5,7,2,2,711,49.56,21.35,20,0,19980318,19980415,19980327
10325,39,6,1,3,3,78,64.86,20,6,0,19961009,19961023,19961014
10952,1,6,1,3,1,705,40.42,25,16,0.050000001,19980316,19980427,19980324
10309,37,6,3,3,1,62,47.3,20,30,0,19960919,19961017,19961023
10934,44,6,3,3,3,687,32.01,25,20,0,19980309,19980406,19980312
11076,9,6,4,3,2,829,38.28,25,20,0.25,19980506,19980603,
10830,81,6,4,3,2,583,81.83,25,6,0,19980113,19980224,19980121
10989,61,6,2,3,1,742,34.76,25,40,0,19980331,19980428,19980402
10618,51,6,1,3,1,371,154.68,25,70,0,19970801,19970912,19970808
11077,65,6,1,3,2,830,8.53,25,1,0.02,19980506,19980603,
10871,9,6,9,3,2,624,112.27,25,50,0.050000001,19980205,19980305,19980210
10949,10,6,2,3,3,702,74.44,25,12,0,19980313,19980410,19980317
10734,31,6,2,3,3,487,1.63,25,30,0,19971107,19971205,19971112
10471,11,7,2,3,3,224,45.59,24,30,0,19970311,19970408,19970318
10940,9,7,8,3,3,693,19.77,30,8,0,19980311,19980408,19980323
10694,63,7,8,3,3,447,398.36,30,90,0,19971006,19971103,19971009
10908,66,7,4,3,2,661,32.96,30,20,0.050000001,19980226,19980326,19980306
10790,31,7,6,3,1,543,28.23,30,3,0.150000006,19971222,19980119,19971226
10262,65,7,8,3,3,15,48.29,24,15,0,19960722,19960819,19960725
11077,65,7,1,3,2,830,8.53,30,1,0.050000001,19980506,19980603,
10833,56,7,6,3,2,586,71.49,30,20,0.100000001,19980115,19980212,19980123
10987,19,7,8,3,1,740,185.48,30,60,0,19980331,19980428,19980406
10988,65,7,3,3,2,741,61.14,30,60,0,19980331,19980428,19980410
10511,9,7,4,3,3,264,350.64,30,50,0.150000006,19970418,19970516,19970421
10634,23,7,4,3,3,387,487.38,30,35,0,19970815,19970912,19970821
10591,83,7,1,3,1,344,55.92,30,10,0,19970707,19970721,19970716
10607,71,7,5,3,1,360,200.24,30,45,0,19970722,19970819,19970725
11010,66,7,2,3,2,763,28.71,30,20,0,19980409,19980507,19980421
11071,46,7,1,3,1,824,0.93,30,15,0.050000001,19980505,19980602,
11001,24,7,2,3,2,754,197.3,30,60,0,19980406,19980504,19980414
10546,84,7,1,3,3,299,194.72,30,10,0,19970523,19970620,19970527
10385,75,7,1,3,2,138,30.96,24,10,0.200000003,19961217,19970114,19961223
10979,20,7,8,3,2,732,353.07,30,18,0,19980326,19980423,19980331
10858,40,7,2,3,1,611,52.51,30,5,0,19980129,19980226,19980203
11023,11,7,1,3,2,776,123.83,30,4,0,19980414,19980428,19980424
10982,10,7,2,3,1,735,14.01,30,20,0,19980327,19980424,19980408
10962,63,7,8,3,2,715,275.79,30,45,0,19980319,19980416,19980323
10958,54,7,7,3,2,711,49.56,30,6,0,19980318,19980415,19980327
10909,70,7,1,3,2,662,53.05,30,12,0,19980226,19980326,19980310
11056,19,7,8,3,2,809,278.96,30,40,0,19980428,19980512,19980501
10766,56,7,4,3,1,519,157.55,30,35,0,19971205,19980102,19971209
10459,84,7,4,3,2,212,25.09,24,16,0.050000001,19970227,19970327,19970228
10975,10,8,1,3,3,728,32.27,40,16,0,19980325,19980422,19980327
11007,60,8,8,3,2,760,202.24,40,30,0,19980408,19980506,19980413
10978,50,8,9,3,2,731,32.82,40,20,0.150000006,19980326,19980423,19980423
10695,90,8,7,3,1,448,16.72,40,10,0,19971007,19971118,19971014
10345,63,8,2,3,2,98,249.06,32,70,0,19961104,19961202,19961111
10344,89,8,4,3,2,97,23.29,32,70,0.25,19961101,19961129,19961105
10893,39,8,9,3,2,646,77.78,40,30,0,19980218,19980318,19980220
10709,31,8,1,3,3,462,210.8,40,40,0,19971017,19971114,19971120
10522,44,8,4,3,1,275,45.33,40,24,0,19970430,19970528,19970506
10511,9,8,4,3,3,264,350.64,40,10,0.150000006,19970418,19970516,19970421
11077,65,8,1,3,2,830,8.53,40,2,0.100000001,19980506,19980603,
10786,62,8,8,3,1,539,110.87,40,30,0.200000003,19971219,19980116,19971223
10829,38,8,9,3,1,582,154.72,40,20,0,19980113,19980210,19980123
10420,88,9,3,4,1,173,44.12,77.6,20,0.100000001,19970121,19970218,19970127
10515,63,9,2,4,1,268,204.47,97,16,0.150000006,19970423,19970507,19970523
10848,16,9,7,4,2,601,38.24,97,3,0,19980123,19980220,19980129
10693,89,9,3,4,3,446,139.34,97,6,0,19971006,19971020,19971010
10687,37,9,9,4,2,440,296.43,97,50,0.25,19970930,19971028,19971030
10612,71,10,1,4,2,365,544.08,31,70,0,19970728,19970825,19970801
10646,37,10,9,4,3,399,142.33,31,18,0.25,19970827,19971008,19970903
10775,78,10,7,4,1,528,20.25,31,6,0,19971212,19980109,19971226
11077,65,10,1,4,2,830,8.53,31,1,0,19980506,19980603,
10519,14,10,6,4,3,272,91.76,31,16,0.050000001,19970428,19970526,19970501
10685,31,10,4,4,2,438,33.75,31,20,0,19970929,19971013,19971003
10524,5,10,1,4,2,277,244.79,31,2,0,19970501,19970529,19970507
10854,20,10,3,4,2,607,100.22,31,100,0.150000006,19980127,19980224,19980205
10389,10,10,4,4,2,142,47.42,24.8,16,0,19961220,19970117,19961224
10827,9,10,1,4,2,580,63.54,31,15,0,19980112,19980126,19980206
10715,9,10,3,4,1,468,63.2,31,21,0,19971023,19971106,19971029
10841,76,10,5,4,2,594,424.3,31,16,0,19980120,19980217,19980129
11020,56,10,2,4,2,773,43.3,31,24,0.150000006,19980414,19980512,19980416
10568,29,10,3,4,3,321,6.54,31,5,0,19970613,19970711,19970709
10688,83,10,4,4,2,441,299.09,31,18,0.100000001,19971001,19971015,19971007
10924,5,10,3,4,2,677,151.52,31,20,0.100000001,19980304,19980401,19980408
10804,72,10,6,4,2,557,27.33,31,36,0,19971230,19980127,19980107
10874,30,10,5,4,2,627,19.58,31,10,0,19980206,19980306,19980211
10273,63,10,3,4,3,26,76.07,24.8,24,0.050000001,19960805,19960902,19960812
10449,7,10,3,4,2,202,53.3,24.8,14,0,19970218,19970318,19970227
10609,18,10,7,4,2,362,1.85,31,10,0,19970724,19970821,19970730
10276,80,10,8,4,3,29,13.84,24.8,15,0,19960808,19960822,19960814
10676,80,10,2,4,2,429,2.01,31,2,0,19970922,19971020,19970929
10478,84,10,2,4,3,231,4.81,24.8,20,0.050000001,19970318,19970401,19970326
10724,51,10,8,4,2,477,57.75,31,16,0,19971030,19971211,19971105
10450,84,10,8,4,2,203,7.23,24.8,20,0.200000003,19970219,19970319,19970311
10785,33,10,1,4,3,538,1.51,31,10,0,19971218,19980115,19971224
10664,28,10,1,4,3,417,1.27,31,24,0.150000006,19970910,19971008,19970919
10949,10,10,2,4,3,702,74.44,31,30,0,19980313,19980410,19980317
10713,71,10,1,4,1,466,167.05,31,18,0,19971022,19971119,19971024
10886,34,10,1,4,1,639,4.99,31,70,0,19980213,19980313,19980302
10357,46,10,1,4,3,110,34.88,24.8,30,0.200000003,19961119,19961217,19961202
10946,83,10,1,4,2,699,27.2,31,25,0,19980312,19980409,19980319
10797,17,11,7,5,2,550,33.35,21,20,0,19971225,19980122,19980105
10989,61,11,2,5,1,742,34.76,21,15,0,19980331,19980428,19980402
10570,51,11,3,5,3,323,188.99,21,15,0.050000001,19970617,19970715,19970619
10800,72,11,1,5,3,553,137.44,21,50,0.100000001,19971226,19980123,19980105
10823,46,11,5,5,2,576,163.97,21,20,0.100000001,19980109,19980206,19980113
10365,3,11,3,5,2,118,22,16.8,24,0,19961127,19961225,19961202
10770,34,11,8,5,3,523,5.32,21,15,0.25,19971209,19980106,19971217
10353,59,11,7,5,3,106,360.63,16.8,12,0.200000003,19961113,19961211,19961125
10698,20,11,4,5,1,451,272.47,21,15,0,19971009,19971106,19971017
10986,54,11,8,5,2,739,217.86,21,30,0,19980330,19980427,19980421
10443,66,11,8,5,1,196,13.95,16.8,6,0.200000003,19970212,19970312,19970214
10442,20,11,3,5,2,195,47.94,16.8,30,0,19970211,19970311,19970218
10926,2,11,4,5,3,679,39.92,21,2,0,19980304,19980401,19980311
10726,19,11,4,5,1,479,16.56,21,5,0,19971103,19971117,19971205
10466,15,11,4,5,1,219,11.93,16.8,10,0,19970306,19970403,19970313
10614,6,11,8,5,3,367,1.93,21,14,0,19970729,19970826,19970801
10889,65,11,9,5,3,642,280.61,21,40,0,19980216,19980316,19980223
10486,35,11,1,5,2,239,30.53,16.8,5,0,19970326,19970423,19970402
10434,24,11,3,5,2,187,17.92,16.8,6,0,19970203,19970303,19970213
10944,10,11,6,5,3,697,52.92,21,5,0.25,19980312,19980326,19980313
10489,59,11,6,5,2,242,5.29,16.8,15,0.25,19970328,19970425,19970409
10869,72,11,5,5,1,622,143.28,21,10,0,19980204,19980304,19980209
10553,87,11,2,5,2,306,149.49,21,15,0,19970530,19970627,19970603
10842,80,11,1,5,3,595,54.42,21,15,0,19980120,19980217,19980129
10545,43,11,8,5,2,298,11.92,21,10,0,19970522,19970619,19970626
10542,39,11,1,5,3,295,10.95,21,15,0.050000001,19970520,19970617,19970526
10535,3,11,4,5,1,288,15.64,21,50,0.100000001,19970513,19970610,19970521
10637,62,11,6,5,1,390,201.29,21,10,0,19970819,19970916,19970826
10528,32,11,6,5,2,281,3.35,21,3,0,19970506,19970520,19970509
10862,44,11,8,5,2,615,53.23,21,25,0,19980130,19980313,19980202
10407,56,11,2,5,2,160,91.48,16.8,30,0,19970107,19970204,19970130
10566,7,11,9,5,1,319,88.4,21,35,0.150000006,19970612,19970710,19970618
10912,37,11,2,5,2,665,580.91,21,40,0.25,19980226,19980326,19980318
10248,85,11,5,5,3,1,32.38,14,12,0,19960704,19960801,19960716
11073,58,11,2,5,2,826,24.95,21,10,0,19980505,19980602,
11043,74,11,5,5,2,796,8.8,21,10,0,19980422,19980520,19980429
10327,24,11,2,5,1,80,63.36,16.8,50,0.200000003,19961011,19961108,19961014
10296,46,11,6,5,1,49,0.12,16.8,12,0,19960903,19961001,19960911
10266,87,12,3,5,3,19,25.73,30.4,12,0.050000001,19960726,19960906,19960731
10633,20,12,7,5,3,386,477.9,38,36,0.150000006,19970815,19970912,19970818
11046,86,12,8,5,2,799,71.64,38,20,0.050000001,19980423,19980521,19980424
10695,90,12,7,5,1,448,16.72,38,4,0,19971007,19971118,19971014
11077,65,12,1,5,2,830,8.53,38,2,0.050000001,19980506,19980603,
10439,51,12,6,5,3,192,4.07,30.4,15,0,19970207,19970307,19970210
11018,48,12,4,5,2,771,11.65,38,20,0,19980413,19980511,19980416
10536,44,12,3,5,2,289,58.88,38,15,0.25,19970514,19970611,19970606
10543,46,12,8,5,2,296,48.17,38,30,0.150000006,19970521,19970618,19970523
11049,31,12,3,5,1,802,8.34,38,4,0.200000003,19980424,19980522,19980504
10678,71,12,7,5,3,431,388.98,38,100,0,19970923,19971021,19971016
10979,20,12,8,5,2,732,353.07,38,20,0,19980326,19980423,19980331
10718,39,12,1,5,3,471,170.88,38,36,0,19971027,19971124,19971029
10968,20,12,1,5,3,721,74.6,38,30,0,19980323,19980420,19980401
11071,46,13,1,6,1,824,0.93,6,10,0.050000001,19980505,19980602,
10931,68,13,4,6,2,684,13.6,6,42,0.150000006,19980306,19980320,19980319
11059,67,13,2,6,2,812,85.8,6,30,0,19980429,19980610,
10810,42,13,2,6,3,563,4.33,6,7,0,19980101,19980129,19980107
10613,35,13,4,6,2,366,8.11,6,8,0.100000001,19970729,19970826,19970801
10633,20,13,7,6,3,386,477.9,6,13,0.150000006,19970815,19970912,19970818
10945,52,13,4,6,1,698,10.22,6,20,0,19980312,19980409,19980318
11025,87,13,6,6,3,778,29.17,6,20,0.100000001,19980415,19980513,19980424
10898,54,13,4,6,2,651,1.27,6,5,0,19980220,19980320,19980306
10943,11,13,4,6,2,696,2.17,6,15,0,19980311,19980408,19980319
10832,41,13,2,6,2,585,43.26,6,3,0.200000003,19980114,19980211,19980119
10829,38,13,9,6,1,582,154.72,6,10,0,19980113,19980210,19980123
10938,63,13,3,6,2,691,31.89,6,20,0.25,19980310,19980407,19980316
11002,71,13,4,6,1,755,141.16,6,56,0,19980406,19980504,19980416
10325,39,13,1,6,3,78,64.86,4.8,12,0,19961009,19961023,19961014
10291,61,13,6,6,2,44,6.4,4.8,20,0.100000001,19960827,19960924,19960904
10940,9,13,8,6,3,693,19.77,6,20,0,19980311,19980408,19980323
10926,2,13,4,6,3,679,39.92,6,10,0,19980304,19980401,19980311
10799,39,13,9,6,3,552,30.76,6,20,0.150000006,19971226,19980206,19980105
10854,20,13,3,6,2,607,100.22,6,65,0.150000006,19980127,19980224,19980205
10837,5,13,9,6,3,590,13.32,6,6,0,19980116,19980213,19980123
10508,56,13,1,6,2,261,4.99,6,10,0,19970416,19970514,19970513
10746,14,13,1,6,3,499,31.43,6,6,0,19971119,19971217,19971121
10394,36,13,1,6,3,147,30.34,4.8,10,0,19961225,19970122,19970103
11031,71,13,6,6,2,784,227.22,6,80,0,19980417,19980515,19980424
10383,4,13,8,6,3,136,34.24,4.8,20,0,19961216,19970113,19961218
10983,71,13,2,6,2,736,657.54,6,84,0.150000006,19980327,19980424,19980406
10391,17,13,3,6,3,144,5.45,4.8,18,0,19961223,19970120,19961231
10526,87,13,4,6,2,279,58.59,6,10,0,19970505,19970602,19970515
10462,16,13,2,6,1,215,6.17,4.8,1,0,19970303,19970331,19970318
10903,34,13,3,6,3,656,36.71,6,40,0,19980224,19980324,19980304
10539,11,13,6,6,3,292,12.36,6,8,0,19970516,19970613,19970523
10894,71,13,1,6,1,647,116.13,6,28,0.050000001,19980218,19980318,19980220
10276,80,13,8,6,3,29,13.84,4.8,10,0,19960808,19960822,19960814
11036,17,13,8,6,3,789,149.47,6,7,0,19980420,19980518,19980422
10962,63,13,8,6,2,715,275.79,6,77,0,19980319,19980416,19980323
11077,65,13,1,6,2,830,8.53,6,4,0,19980506,19980603,
10601,35,13,7,6,1,354,58.3,6,60,0,19970716,19970827,19970722
10420,88,13,3,6,1,173,44.12,4.8,2,0.100000001,19970121,19970218,19970127
10737,85,13,2,6,2,490,7.79,6,4,0,19971111,19971209,19971118
10580,56,14,4,6,3,333,75.89,23.25,15,0.050000001,19970626,19970724,19970701
10503,37,14,6,6,2,256,16.74,23.25,70,0,19970411,19970509,19970416
10412,87,14,8,6,2,165,3.77,18.6,20,0.100000001,19970113,19970210,19970115
10555,71,14,6,6,3,308,252.49,23.25,30,0.200000003,19970602,19970630,19970604
10325,39,14,1,6,3,78,64.86,18.6,9,0,19961009,19961023,19961014
10623,25,14,8,6,2,376,97.18,23.25,21,0,19970807,19970904,19970812
10393,71,14,1,6,3,146,126.56,18.6,42,0.25,19961225,19970122,19970103
10409,54,14,3,6,1,162,29.83,18.6,12,0,19970109,19970206,19970114
10333,87,14,5,6,3,86,0.59,18.6,10,0,19961018,19961115,19961025
10733,5,14,1,6,3,486,110.11,23.25,16,0,19971107,19971205,19971110
10375,36,14,3,6,2,128,20.12,18.6,15,0,19961206,19970103,19961209
10474,58,14,5,6,2,227,83.49,18.6,12,0,19970313,19970410,19970321
10625,2,14,3,6,1,378,43.9,23.25,3,0,19970808,19970905,19970814
10675,25,14,5,6,2,428,31.85,23.25,30,0,19970919,19971017,19970923
10656,32,14,6,6,1,409,57.15,23.25,3,0.100000001,19970904,19971002,19970910
11077,65,14,1,6,2,830,8.53,23.25,1,0.029999999,19980506,19980603,
10571,20,14,8,6,3,324,26.06,23.25,11,0.150000006,19970617,19970729,19970704
10794,61,14,6,6,1,547,21.49,23.25,15,0.200000003,19971224,19980121,19980102
10750,87,14,9,6,1,503,79.3,23.25,5,0.150000006,19971121,19971219,19971124
11076,9,14,4,6,2,829,38.28,23.25,20,0.25,19980506,19980603,
10427,59,14,4,6,2,180,31.29,18.6,35,0,19970127,19970224,19970303
10249,79,14,6,6,1,2,11.61,18.6,9,0,19960705,19960816,19960710
10323,39,15,4,6,1,76,4.88,12.4,5,0,19961007,19961104,19961014
10500,41,15,6,6,1,253,42.68,15.5,12,0.050000001,19970409,19970507,19970417
10657,71,15,2,6,2,410,352.69,15.5,50,0,19970904,19971002,19970915
10283,46,15,3,6,3,36,84.81,12.4,20,0,19960816,19960913,19960823
10592,44,15,3,6,1,345,32.1,15.5,25,0.050000001,19970708,19970805,19970716
10579,45,15,1,6,2,332,13.73,15.5,10,0,19970625,19970723,19970704
10916,64,16,1,7,2,669,63.77,17.45,6,0,19980227,19980327,19980309
10296,46,16,6,7,1,49,0.12,13.9,30,0,19960903,19961001,19960911
11066,89,16,7,7,2,819,44.72,17.45,3,0,19980501,19980529,19980504
11070,44,16,2,7,1,823,136,17.45,30,0.150000006,19980505,19980602,
10263,20,16,9,7,3,16,146.06,13.9,60,0.25,19960723,19960820,19960731
10730,9,16,5,7,1,483,20.12,17.45,15,0.050000001,19971105,19971203,19971114
10795,20,16,8,7,2,548,126.66,17.45,65,0,19971224,19980121,19980120
10909,70,16,1,7,2,662,53.05,17.45,15,0,19980226,19980326,19980310
10605,51,16,1,7,2,358,379.13,17.45,30,0.050000001,19970721,19970818,19970729
10310,77,16,8,7,2,63,17.52,13.9,10,0,19960920,19961018,19960927
10454,41,16,4,7,3,207,2.74,13.9,20,0.200000003,19970221,19970321,19970225
10738,74,16,2,7,1,491,2.91,17.45,3,0,19971112,19971210,19971118
10469,89,16,1,7,1,222,60.18,13.9,35,0.150000006,19970310,19970407,19970314
10871,9,16,9,7,2,624,112.27,17.45,12,0.050000001,19980205,19980305,19980210
10671,26,16,1,7,1,424,30.34,17.45,10,0,19970917,19971015,19970924
10673,90,16,2,7,1,426,22.76,17.45,3,0,19970918,19971016,19970919
10553,87,16,2,7,2,306,149.49,17.45,14,0,19970530,19970627,19970603
10324,71,16,9,7,1,77,214.27,13.9,21,0.150000006,19961008,19961105,19961010
